"Nombre","Telefono","Dirección","Latitud","Longitud","Pagina Web","Correo Electronico","Descripcion","Actividad","Sub actividad"
"Servicio Público de Empleo Estatal - Prestaciones - SEPE (Antes INEM)","981554159","Ramón Piñeiro, 11-13 - 15702","42.8735955102022","-8.54281693696976","http://www.sepe.es","","Para la zona de Santiago centro y Ames.","Administración Santiago de Compostela ","Trámites administrativos más usuales Santiago de Compostela"
"Servicio Público de Empleo Estatal - Prestaciones - SEPE (Antes INEM)","981554180","Coto, 19 Bajo - 15703","42.8853392970612","-8.52898746728897","http://www.sepe.es","","Para la zona de Baña (A), Brión, Boqueixón, Negreira, Pino (O), Santiago, Touro, Trazo, Vedra, Val do Dubra, Dodro, Outes, Padrón, Rois y Santa Comba.","Administración Santiago de Compostela ","Trámites administrativos más usuales Santiago de Compostela"
"Servizo Público de Emprego de Galicia - Oficina de Empleo","881866380","Ramón Piñeiro, 11-13 - 15702","42.8735955102022","-8.54281693696976","http://emprego.xunta.es","","Para la zona de Santiago centro y Ames.","Administración Santiago de Compostela ","Trámites administrativos más usuales Santiago de Compostela"
"Servizo Público de Emprego de Galicia - Oficina de Empleo","881867306","Coto, 19 Bajo - 15703","42.8853392970612","-8.52898746728897","http://emprego.xunta.es","","Para la zona de Baña (A), Brión, Boqueixón, Negreira, Pino (O), Santiago, Touro, Trazo, Vedra, Val do Dubra, Dodro, Outes, Padrón, Rois y Santa Comba.","Administración Santiago de Compostela ","Trámites administrativos más usuales Santiago de Compostela"
"Tesorería General de La Seguridad Social - Administración Nº 5","981553150","Carlos Briones Varela, s/n  (Esq. Galeras) - 15705","42.8831862813942","-8.54830954729084","http://www.seg-social.es","","","Administración Santiago de Compostela ","Trámites administrativos más usuales Santiago de Compostela"
"U.R.E. de La Tesorería de La Seguridad Social.","981553152","Carlos Briones Varela, s/n  (Esq. Galeras) - 15705","42.8831754634904","-8.54813307523727","http://www.seg-social.es","","","Administración Santiago de Compostela ","Trámites administrativos más usuales Santiago de Compostela"
"AGADIC - Axencia Galega das Industrias Culturais (Agencia Gallega)","881996078","Monte Gaiás, s/n (Edif. CEM) - CIDADE DA CULTURA DE GALICIA - 15707","42.869055148158","-8.52537305059207","http://www.agadic.info","agadic@xunta.es","","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Centro Dramático Galego","981581111","Rúa Nova, 34 - 15705","42.8784151555845","-8.5438147187233","http://www.centrodramatico.org","","O Centro Dramático Galego é a unidade da Consellaría de Cultura e Turismo dedicada á produción e distribución de espectáculos teatrais.","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Dirección Xeral de Centros e Recursos Humanos (Dirección General)","981546558","Edif. Admtvo. San Caetano, s/n 2ª Pl. - 15781","42.8891479314505","-8.53448867797852","http://www.edu.xunta.gal","dxcrrhh@edu.xunta.es","","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Dirección Xeral de Educación, Formación Profesional e Innovación Educativa (Dirección General)","981546562","Edif. Admtvo. San Caetano, s/n 2ª Pl. - 15781","42.8891479314505","-8.53448867797852","http://www.edu.xunta.es","dxefpie@edu.xunta.es","","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Dirección Xeral de Patrimonio Cultural (Dirección General)","981544877","Edif. Admtvo. San Caetano, s/n  Bloq. 3 2ª Pl. - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.es","patrimonio.cultura@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Fundación Cidade da Cultura (Ciudad de La Cultura)","881997564","Monte Gaiás, s/n - CIDADE DA CULTURA DE GALICIA - 15707","42.869055148158","-8.52537305059207","http://www.cidadedacultura.gal","cidade.cultura@xunta.es","Creación e xestión dun espazo multifuncional, multidisciplinar e aglutinador, propicio para a interacción cultural.","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Gabinete de Prensa","981544490","Edif. Admtvo. San Caetano, s/n  2ª Pl. - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.gal","prensa.cultura.educacion@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Inspección de Educación","981540197","San Lázaro, 107 (Entr. Rúa Vesada) - 15071","42.8867660885736","-8.51364254951477","http://www.edu.xunta.gal/portal/node/408","inspeccion.santiago@edu.xunta.es","","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Secretaría Xeral de Cultura (Secretaría General)","981544814","Edif. Admtvo. San Caetano, s/n Bloq. 3 2ª Pl. - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.gal","secretaria.xeral.cultura@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Secretaría Xeral de Política Lingüística (Secretaría General)","881996301","San Roque, 2 - 15704","42.8832707838244","-8.54197204113007","http://www.lingua.gal","","","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Secretaría Xeral de Universidades (Secretaría General)","981545427","Edif. Admtvo. San Caetano, s/n 1ª Pl. - 15781","42.8891479314505","-8.53448867797852","http://www.edu.xunta.es","sxu@edu.xunta.es","","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Secretaría Xeral Técnica (Secretaría General)","981544417","Edif. Admtvo. San Caetano, s/n Pl. baja - 15781","42.8891479314505","-8.53448867797852","http://www.edu.xunta.es","","","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Subdirección de Conservación e Restauración de Bens Culturais","981546591","Santo Domingo de Bonaval, s/n - 15704","42.8826231922657","-8.53908330202103","http://www.edu.xunta.gal/portal/es/node/15821","","Servicio de Arquitectura y Etnografía, Servicio de Arqueología, Servicio de Museos.","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Subdirección Xeral de Protección do Patrimonio Cultural (Subdirección General)","981544010","Edif. Admtvo. San Caetano, s/n Bloq. 3 2ª Pl. - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.es","proteccion.patrimonio.cultural@xunta.es","","Administración Santiago de Compostela ","Xunta consellería de cultura, educación e ordenación universitaria Santiago de Compostela"
"Axencia Galega de Innovación (Agencia Gallega)","981541072","Airas Nunes, s/n (Edif. CNTG) - CONXO - 15702","42.8629032","-8.5544925","http://gain.xunta.gal","gain@xunta.gal","A Axencia ten como obxectivo liderar as políticas de innovación das Administracións Públicas galegas, estimular a consolidación do sistema galego I+D+i...","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"Axencia Galega de Innovación (Agencia Gallega)","981543997","Pza. de Europa, 10 A  6º B (C. Cial. Área Central) - FONTIÑAS - 15707","42.8821456014197","-8.52743446826935","http://gain.xunta.gal/?locale=es_ES","","Desarrolla instrumentos para I+D+I, asesoramiento para empresas, seguimiento de proyectos...","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"CESGA - Centro de Supercomputación de Galicia","981569810","Avda. de Vigo, s/n (Campus Sur) - 15705","42.8757341268778","-8.55326145887375","http://www.cesga.es","informacion@cesga.es","Centro de cálculo, comunicaciones de altas prestaciones y servicios avanzados de la Comunidad Científica Gallega.","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"CNTG - Centro de Novas Tecnoloxías de Galicia (Centro de Nuevas Tecnologías)","881997802","Airas Nunes, s/n - CONXO - 15702","42.8629032","-8.5544925","https://cntg.xunta.es","administracion.cnt@xunta.es","","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"Consello Galego de Cooperativas (Consejo Gallego)","881999268","Edif. Admtvo. San Lázaro - 15781","42.8865574715659","-8.51764824173358","http://www.xunta.gal","consellogalegodecooperativas@xunta.gal","Órgano consultivo y asesor. Promoción y difusión del cooperativismo en Galicia. ","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"Consello Galego de Relacións Laborais - Consejo Gallego de Relaciones Laborales","981541602","Algalia de Abaixo, 24 Bajo - 15781","42.8822880929028","-8.54183927178383","http://cgrl.xunta.es","info.cgrl@xunta.es","Órgano de diálogo institucional entre os axentes sociais galegos, órgano consultivo e asesor da Xunta de Galicia en materias relativas á súa política laboral.","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"Direc. Xeral de Orientación e Promoción Laboral - Direc. General de Orientación y Promoción Laboral","981545675","Edif. Admtvo. San Lázaro, s/n - 15781","42.888921935457","-8.51871460676193","http://www.xunta.gal","dx.orientacionepromocion@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"Dirección Xeral de Comercio (Dirección General)","981545590","Edif. Admtvo. San Caetano, s/n Bloq. 5 3ª Pl. - 15781","42.8891479314505","-8.53448867797852","http://ceei.xunta.gal","cei.dxc@xunta.es","","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"Dirección Xeral de Industria, Enerxía e Minas (Dirección General Energía y Minas)","881995324","Edif. Admtvo. San Caetano, s/n, Bloq. 5  Pl. 4 - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.es","","","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"Escola Galega de Consumo (Escuela Gallega)","881999092","Avda. Gonzalo Torrente Ballester, 1-5 Bajo - 15707","42.8788181028957","-8.53229710185246","http://igc.xunta.es","igc.escuela@xunta.es","Coordina as actividades de educación e formación no eido do consumo, coa finalidade de impulsar e desenvolver a educación e formación dos consumidores galegos.","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"IGAPE - Instituto Galego de Promoción Económica (Instituto Gallego)","981541147","San Lázaro, s/n (Complejo Administrativo) - 15703","42.8877211950304","-8.51880311965942","http://www.igape.es","","O Instituto Galego de Promoción Económica (IGAPE) é a axencia, adscrita á Consellería de Economía e Industria, para o desenvolvemento económico de Galicia.","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"IGC - Instituto Galego de Consumo (Instituto Gallego)","900231123","Avda. Gonzalo Torrente Ballester, 1-5 Bajo - 15707","42.8788023788294","-8.53227832638936","http://www.igc.xunta.es","","","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"INEGA - Instituto Enerxético de Galicia (Instituto Energético)","981541538","Avelino Pousa Antelo, 5 - 15703","42.886167749901","-8.52062086011892","http://www.inega.gal","info@inega.es","Ente público adscrito a la Consellería competente en materia de energía.","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"ISSGA - Instituto Galego de Seguridade e Saúde Laboral - Servizos Centrais","981957018","Edif. Admtvo. San Lázaro, Edif. Igape 3º Planta. - 15704","42.8877673777867","-8.51871192455292","http://www.issga.es","issga@xunta.es","","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"Secretaría Xeral de Emprego (Secretaría General)","981544666","Edif. Admtvo. San Lázaro, s/n  Pl. 0 - 15781","42.8888983532187","-8.51877361536026","http://www.xunta.es","secretaria-xeralemprego@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"Secretaría Xeral Técnica (Secretaría General)","981545532","Edif. Admtvo. San Caetano, s/n , Bloq. 5, 4ª Pl. - 15781","42.8891479314505","-8.53448867797852","http://economiaeindustria.xunta.es","cei.secretarioxeral@xunta.es","","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"SEGAPI - Servizo Galego de Propiedade Industrial","981957390","Pza. de Europa, 10 A 3º (C. Cial. Área Central) - FONTIÑAS - 15707","42.8821456014197","-8.52743446826935","http://gain.xunta.gal","infosegapi.gain@xunta.es","","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"SMAC - Sección Provincial de Mediación, Arbitraxe e Conciliación","981957685","Edif. Admtvo. San Lázaro, s/n - 15703","42.8888983532187","-8.51877361536026","http://www.xunta.es","","","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"Subdirección Xeral de Cooperativas e Economía Social (Subdirección General)","981544647","Edif. Admtvo. San Lázaro, s/n - 15781","42.8888983532187","-8.51877361536026","http://www.xunta.es","","","Administración Santiago de Compostela ","Xunta consellería de economía, emprego e industria Santiago de Compostela"
"ATRIGA - Axencia Tributaria De Galicia (Agencia) - Servizos Centrais","981544189","Pastoriza, 8 (Edif. Admtvo) - 15781","42.8883402376128","-8.53627234697342","http://www.atriga.es","","","Administración Santiago de Compostela ","Xunta consellería de facenda Santiago de Compostela"
"CIXTEC - Centro Informático para Xestión Tributaria, Económica, Financieira e Contable","981541300","Domingo Fontán, 9 - 15702","42.8736295880841","-8.54101444907383","http://www.cixtec.es","","","Administración Santiago de Compostela ","Xunta consellería de facenda Santiago de Compostela"
"Consello Galego da Competencia (Consejo Gallego)","981957561","Avda. Gonzalo Torrente Ballester, 1-5 Bajo - 15707","42.8788181028957","-8.53229710185246","http://www.consellogalegodacompetencia.es","informacion@consellogalegodacompetencia.es","","Administración Santiago de Compostela ","Xunta consellería de facenda Santiago de Compostela"
"Dirección Xeral da Función Pública (Dirección General)","981545227","Edif. Admtvo. San Caetano, s/n 2ª Pl. - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.gal","direccion.xeral.funcion.publica@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de facenda Santiago de Compostela"
"Dirección Xeral de Planificación e Orzamentos - Dirección General de Planificación y Presupuestos","981545110","Edif. Admtvo. San Caetano, s/n - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.gal","","","Administración Santiago de Compostela ","Xunta consellería de facenda Santiago de Compostela"
"Dirección Xeral de Política Financeira, Tesouro e Fondos Europeos","981545154","Edif. Admtvo. San Caetano, s/n - 15781","42.8891479314505","-8.53448867797852","http://www.conselleriadefacenda.es","dx.politica.financeira.tesouro.fondos.europeos.facenda@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de facenda Santiago de Compostela"
"IGE - Instituto Galego de Estatística (Instituto Gallego de Estadística)","981541321","San Lázaro, s/n (Edif. Administrativo) - 15703","42.8876344477056","-8.51887748710249","http://www.ige.eu","ige@ige.eu","Datos estadísticos de Galicia sobre población, agricultura, comercio, trabajo, educación, sanidad, vivienda, economía...","Administración Santiago de Compostela ","Xunta consellería de facenda Santiago de Compostela"
"Intervención Xeral da Comunidade Autónoma (Intervención General)","981544170","Edif. Admtvo. San Caetano, s/n - 15781","42.8891479314505","-8.53448867797852","http://www.conselleriadefacenda.es","intervencion.xeral.comunidade.autonoma@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de facenda Santiago de Compostela"
"Secretaría Xeral Técnica do Patrimonio (Secretaría General)","981544121","Edif. Admtvo. San Caetano, s/n, Bloq. 3 - 15781","42.8891479314505","-8.53448867797852","http://www.conselleriadefacenda.es","secretaria.xeral.facenda@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de facenda Santiago de Compostela"
"Subdirección Xeral do Patrimonio da Comunidade Autónoma (Subdirección General)","981544146","Pastoriza, 8 2º (Edif. Admtvo.) - 15781","42.8883343419984","-8.53628307580948","http://www.conselleriadefacenda.es","","","Administración Santiago de Compostela ","Xunta consellería de facenda Santiago de Compostela"
"Axencia Galega De Infraestruturas (Agencia Gallega)","981544501","Edif. Admtvo. San Caetano, s/n 1ª Pl. - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.gal","cmati.infraestructuras@xunta.es","","Administración Santiago de Compostela ","Xunta consellería de infraestruturas e vivenda Santiago de Compostela"
"Dirección Xeral de Mobilidade - Dirección General de Movilidad","981544581","Pza. de Europa, 5 A  2º Pl. (C. Cial. Área Central) - FONTIÑAS - 15707","42.8825760229639","-8.5274076461792","http://www.xunta.gal","civ.mobilidade@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de infraestruturas e vivenda Santiago de Compostela"
"IGVS - Dirección Técnica de Fomento","981541910","C. Cial. Área Central, s/n - FONTIÑAS - 15781","42.8829769608791","-8.52880239486694","http://www.igvs.xunta.es","","","Administración Santiago de Compostela ","Xunta consellería de infraestruturas e vivenda Santiago de Compostela"
"IGVS - Dirección Técnica de Solo, Edificación e Calidade","981541916","C. Cial. Área Central, s/n - FONTIÑAS - 15781","42.8829769608791","-8.52880239486694","http://www.igvs.xunta.es","dtsoloedificacionecalidade.igvs@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de infraestruturas e vivenda Santiago de Compostela"
"IGVS - Instituto Galego da Vivenda e Solo - Información ","981541982","C. Cial. Área Central, s/n - FONTIÑAS - 15781","42.8829769608791","-8.52880239486694","http://www.igvs.xunta.es","","","Administración Santiago de Compostela ","Xunta consellería de infraestruturas e vivenda Santiago de Compostela"
"IGVS - Secretaría Xeral (Secretaría General)","981541918","C. Cial. Área Central, s/n - FONTIÑAS - 15781","42.8829769608791","-8.52880239486694","http://www.igvs.xunta.es","sx.igvs@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de infraestruturas e vivenda Santiago de Compostela"
"Secretaría Xeral Técnica (Secretaría General)","981544574","Edif. Admtvo. San Caetano, s/n - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.gal","","","Administración Santiago de Compostela ","Xunta consellería de infraestruturas e vivenda Santiago de Compostela"
"SPI - Sociedade Pública de Investimentos de Galicia","981545002","Avelino Pousa Antelo, 1 - 15707","42.8863632100162","-8.52102398872375","http://www.spigalicia.es","","","Administración Santiago de Compostela ","Xunta consellería de infraestruturas e vivenda Santiago de Compostela"
"Xurado de Expropiación de Galicia (Jurado de Expropiación)","981957702","Avelino Pousa Antelo, 1 1ª Pl. - 15781","42.8863632100162","-8.52102398872375","http://www.xunta.es","xurado.expropiacions@xunta.es","","Administración Santiago de Compostela ","Xunta consellería de infraestruturas e vivenda Santiago de Compostela"
"APLU - Axencia de Protección da Legalidade Urbanística (Agencia)","981544387","Os Camiños da Vida, s/n (Edif. Witland) 1º - SALGUEIRIÑOS - 15781","42.8948624071091","-8.53423655033112","http://www.axenciaurbanistica.es","","","Administración Santiago de Compostela ","Xunta consellería de medio ambiente e ordenación do territorio Santiago de Compostela"
"Dirección Xeral de Calidade e Avaliación Ambiental (Dirección General)","981541705","Edif. Admtvo. San Lázaro, s/n - 15781","42.8867916368812","-8.51812988519669","http://www.xunta.gal","dxcalidadeambiental.cmot@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de medio ambiente e ordenación do territorio Santiago de Compostela"
"Dirección Xeral de Ordenación do Territorio e Urbanismo (Dirección General)","981544355","Edif. Admtvo. San Caetano, s/n - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.gal","sxurbanismo@xunta.es","","Administración Santiago de Compostela ","Xunta consellería de medio ambiente e ordenación do territorio Santiago de Compostela"
"Dirección Xeral do Patrimonio Natural (Dirección General)","981547202","Edif. Admtvo. San Lázaro, s/n - 15781","42.8868014631505","-8.51814866065979","http://www.xunta.gal","dxpn.cmot@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de medio ambiente e ordenación do territorio Santiago de Compostela"
"Entidade Pública Empresarial Augas de Galicia - Servizos Centrais (Aguas de Galicia)","981545381","Pza. de Camilo Díaz Baliño, 7-9 - 15781","42.8876229337317","-8.53372424840927","http://augasdegalicia.xunta.gal","augasdegalicia@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de medio ambiente e ordenación do territorio Santiago de Compostela"
"Entidade Pública Empresarial Augas de Galicia (Aguas de Galicia) ","981957427","Dr. Maceira, 18 Bajo - 15706","42.8700591606686","-8.55409562587738","http://augasdegalicia.xunta.gal","","","Administración Santiago de Compostela ","Xunta consellería de medio ambiente e ordenación do territorio Santiago de Compostela"
"Entidade Pública Empresarial Augas de Galicia (Aguas de Galicia) - Zona Galicia-Centro","981544927","Tomiño, 16 Bajo - 15781","42.8857596942745","-8.53453526256567","http://augasdegalicia.xunta.es","augasdegalicia@xunta.es","Zona Galicia Centro.","Administración Santiago de Compostela ","Xunta consellería de medio ambiente e ordenación do territorio Santiago de Compostela"
"Rexistro - Registro","981541759","Edif. Admtvo. San Lázaro, s/n - 15781","42.8867916368812","-8.51812988519669","http://cmaot.xunta.gal","","","Administración Santiago de Compostela ","Xunta consellería de medio ambiente e ordenación do territorio Santiago de Compostela"
"Secretaría Xeral Técnica (Secretaría General)","881995347","Edif. Admtvo. San Lázaro, s/n - 15703","42.8867916368812","-8.51812988519669","http://www.xunta.es","sxt.mot@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de medio ambiente e ordenación do territorio Santiago de Compostela"
"SIAM - Sistema de Información Ambiental","981541733","Edif. Admtvo. San Lázaro, s/n - 15781","42.8867916368812","-8.51812988519669","http://siam.xunta.gal","informacion.ambiental.cma@xunta.es","","Administración Santiago de Compostela ","Xunta consellería de medio ambiente e ordenación do territorio Santiago de Compostela"
"Área de Familias","981957688","Edif. Admtvo. San Caetano, s/n - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.gal","familia@xunta.es","","Administración Santiago de Compostela ","Xunta consellería de politica social Santiago de Compostela"
"Consorcio Galego de Servizos de Igualdade e Benestar","881996400","Edif. Admtvo. San Lázaro, s/n, 3º Andar - 15703","42.886690621494","-8.51808048652572","http://www.igualdadebenestar.org","","","Administración Santiago de Compostela ","Xunta consellería de politica social Santiago de Compostela"
"Dirección Xeral de Maiores e Personas con Discapacidade","981541807","Edif. Admtvo. San Caetano, s/n - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.es","dxmaioresediscapacidade.politicasocial@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de politica social Santiago de Compostela"
"Dirección Xeral de Xuventude e Voluntariado - Dirección General de Juventud y Voluntariado","981544864","Edif. Admtvo. San Lázaro, s/n - 15781","42.8888983532187","-8.51877361536026","http://www.xunta.es/politica-social","xuventude@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de politica social Santiago de Compostela"
"Secretaría Xeral Técnica (Secretaría General)","981544613","Edif. Admtvo. San Caetano, s/n - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.gal","sxt.politicasocial@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería de politica social Santiago de Compostela"
"Teléfono do Voluntariado","900400800","Edif. Admtvo. San Lázaro, s/n 3º Andar - 15781","42.8888983532187","-8.51877361536026","http://www.xunta.es/politica-social","voluntariado@xunta.es","","Administración Santiago de Compostela ","Xunta consellería de politica social Santiago de Compostela"
"Axencia Galega para a Xestión do Coñecemento en Saúde","981555103","Avda. de Fernando de Casas Novoa, 37 A, 1ª Pl. - San Lazaro - 15707","42.8838440201534","-8.51414981349183","https://acis.sergas.es","fegas@sergas.es","","Administración Santiago de Compostela ","Xunta consellería de sanidade Santiago de Compostela"
"Centralita - Información Administrativa e Atención Cidadá (Atención Ciudadana)","881542737","Edif. Admtvo. San Lázaro, s/n - 15781","42.888112273448","-8.51790994405746","https://www.sergas.es","","","Administración Santiago de Compostela ","Xunta consellería de sanidade Santiago de Compostela"
"Dirección Xeral da Saúde Pública (Dirección General)","881542930","Edif. Admtvo. San Lázaro, s/n,  3º - 15781","42.8880965517504","-8.5179528594017","http://www.xunta.es/sanidade","saude.publica@sergas.es","","Administración Santiago de Compostela ","Xunta consellería de sanidade Santiago de Compostela"
"Secretaría Xeral Técnica (Secretaría General)","881542726","Edif. Admtvo. San Lázaro, s/n,  3ª Pl. - 15781","42.8881515776744","-8.5180601477623","http://www.xunta.es/sanidade","secretaria.xeral@sergas.es","","Administración Santiago de Compostela ","Xunta consellería de sanidade Santiago de Compostela"
"Servizo de Epidemioloxía - Servicio de Epidemiología","881542923","Edif. Admtvo. San Lázaro, s/n - 15703","42.8881594385167","-8.518006503582","http://www.xunta.es/sanidade","","","Administración Santiago de Compostela ","Xunta consellería de sanidade Santiago de Compostela"
"Servizo de Inspección de Servizos Sanitarios (Servicio)","981569210","Manuel Murguía, 10 - 15701","42.8717650078736","-8.5457171112179","http://www.xunta.es/sanidade","","","Administración Santiago de Compostela ","Xunta consellería de sanidade Santiago de Compostela"
"Servizo de Sanidade Ambiental - Servicio de Sanidad Ambiental","881542955","Edif. Admtvo. San Lázaro, s/n - 15781","42.8880258040616","-8.51823180913925","http://www.xunta.es/sanidade","","","Administración Santiago de Compostela ","Xunta consellería de sanidade Santiago de Compostela"
"Subdireccion Xeral de Programas de Control de Riscos Ambientais para a Saúde (Subdirección General)","881542950","Edif. Admtvo. San Lázaro, s/n - 15781","42.8880572474889","-8.51803869009018","http://www.xunta.es/sanidade","subdireccdion.xeral.de.programas.de.control@sergas.es","","Administración Santiago de Compostela ","Xunta consellería de sanidade Santiago de Compostela"
"Tarxeta Sanitaria - Atención ó Público (Tarjeta Sanitaria)","981569540","Edif. Admtvo. San Lázaro, s/n - 15781","42.8882223252189","-8.51803869009018","http://www.xunta.es/sanidade","tarxetasanitaria@sergas.es","","Administración Santiago de Compostela ","Xunta consellería de sanidade Santiago de Compostela"
"Xerencia de Xestión Integrada de Santiago (Gerencia de Gestión Integrada)","981950000","Choupana, s/n (Hospital Clínc. Univers.) - 15702","42.8693711313773","-8.56493711471558","https://xxisantiago.sergas.es","","","Administración Santiago de Compostela ","Xunta consellería de sanidade Santiago de Compostela"
"Dirección Xeral de Desenvolvemento Pesqueiro - Dirección General de Desenvolvimiento Pesquero","981546177","Irmandiños, s/n - SALGUEIRIÑOS - 15701","42.892378601038","-8.53451550006866","http://www.xunta.gal","cma.dxdesenvolvemento@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería do mar Santiago de Compostela"
"Dirección Xeral de Pesca, Acuicultura e Innovación Tecnolóxica","981546347","Edif. Admtvo. San Caetano, s/n - 15702","42.8891479314505","-8.53448867797852","http://www.xunta.gal","sxmar.cmrm@xunta.es","","Administración Santiago de Compostela ","Xunta consellería do mar Santiago de Compostela"
"Portos de Galicia - Servicios Centrais (Puertos)","902400870","Pza. de Europa, 5 A, 6º Pl. (C. Cial. Área Central) - FONTIÑAS - 15707","42.8821456014197","-8.52743446826935","http://www.portosdegalicia.es","","","Administración Santiago de Compostela ","Xunta consellería do mar Santiago de Compostela"
"Servizo de Gardacostas de Galicia (Servicio de Guardacostas)","981544070","Sar, 75 - 15703","42.8738186138419","-8.53829741477966","http://gardacostas.xunta.gal","","Organismo encargado de la vigilancia, busqueda, salvamento y protección del medio marino en las aguas gallegas. Servicio 24 horas del día, todo el año.","Administración Santiago de Compostela ","Xunta consellería do mar Santiago de Compostela"
"AGADER - Axencia Galega de Desenvolmento Rural","981547354","Ctra. Santiago-Noia, Km. 1 - 15896","42.8754058697581","-8.58899652957916","http://agader.xunta.gal/","infoagader@xunta.es","Ente público para la promoción y coordinación del desarrollo rural en Galicia.","Administración Santiago de Compostela ","Xunta consellería do medio rural Santiago de Compostela"
"Dirección Xeral de Desenvolvemento Rural - Dirección General de Desenvolvimiento Rural","981544763","Edif. Admtvo. San Caetano, s/n - 15781","42.8891479314505","-8.53448867797852","http://www.xunta.gal","mediorural.dxeraldesenvolvemento@xunta.gal","","Administración Santiago de Compostela ","Xunta consellería do medio rural Santiago de Compostela"
